loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,default,default_amount
7500,,C,0,MORTGAGE,73426,23,0,0
4000,7.14,A,5,MORTGAGE,88000,41,0,0
19000,10.62,B,5,RENT,39600,23,0,0
14000,6.62,A,19,MORTGAGE,150000,33,0,0
6000,11.36,B,2,RENT,46680,22,1,2672
12500,9.62,B,1,RENT,110000,24,0,0
15000,7.88,A,0,RENT,65000,23,0,0
4000,,C,0,RENT,86400,49,0,0
10000,10.65,B,2,MORTGAGE,89000,27,0,0
11000,6.62,A,19,RENT,37000,23,0,0
1500,13.06,C,18,MORTGAGE,35000,41,1,653
25000,12.73,C,1,RENT,103250,27,1,13612
1800,14.84,D,1,RENT,4800,22,0,0
10000,7.49,A,4,OWN,50004,28,0,0
8500,,B,2,RENT,60996,21,0,0
8000,7.29,A,5,RENT,45286.8,23,0,0
5000,10.65,B,7,OWN,120000,28,1,2117
20700,17.43,E,9,MORTGAGE,105398,46,1,9388
7200,6.03,A,5,MORTGAGE,60000,31,0,0
11000,,B,3,RENT,39000,27,0,0
5500,12.73,C,0,RENT,40440,23,0,0
7600,12.99,C,7,MORTGAGE,64197,33,0,0
1500,14.42,D,2,RENT,75764,24,0,0
6250,7.9,A,6,RENT,21000,28,1,3196
4450,10.37,B,4,MORTGAGE,45000,30,0,0
10000,11.83,B,1,RENT,51000,24,0,0
6000,12.73,C,2,MORTGAGE,57000,28,0,0
8000,10.36,B,4,MORTGAGE,38000,25,1,6213
12000,10.74,B,7,RENT,85000,39,0,0
12000,,B,6,MORTGAGE,100671.39,36,0,0
24000,13.67,D,3,RENT,95000,31,0,0
8000,12.69,B,6,OWN,95000,39,0,0
5000,7.51,A,9,MORTGAGE,50400,27,1,2491
6000,5.42,A,,MORTGAGE,44000,23,0,0
8000,11.89,B,0,RENT,20000,27,0,0
18000,13.11,C,9,RENT,90000,43,0,0
12000,10.74,B,4,RENT,46000,29,0,0
7000,,C,28,RENT,89000,23,0,0
7350,7.66,A,17,OWN,22000,21,1,3144
9000,8.49,A,12,MORTGAGE,59000,23,0,0
6000,10.65,B,5,MORTGAGE,126000,45,1,3543
3200,13.22,C,3,MORTGAGE,90000,26,0,0
10000,13.48,C,2,RENT,50000,28,1,5513
9600,13.48,C,7,RENT,37800,23,1,4693
4800,8.49,A,0,RENT,33600,38,1,2952
3000,6.03,A,19,MORTGAGE,42000,22,0,0
6000,6.62,A,8,MORTGAGE,25000,33,0,0
12000,6.62,A,4,RENT,63000,32,0,0
2300,10.99,B,1,RENT,30000,26,1,1024
25000,14.61,D,3,MORTGAGE,112000,29,1,12561
25000,,C,7,MORTGAGE,108000,31,1,10892
9000,11.11,B,5,RENT,55000,25,0,0
8000,11.36,B,2,RENT,38004,22,1,4505
4000,5.99,A,3,OWN,18000,23,1,2506
10000,8.94,A,3,MORTGAGE,117000,37,0,0
4000,10.99,B,1,RENT,45576,32,0,0
20000,12.42,B,6,RENT,100000,31,1,10970
17000,16.77,D,0,RENT,90000,26,0,0
4000,10.62,B,,RENT,27500,32,1,2118
4000,12.18,B,3,MORTGAGE,60000,24,1,1604
2500,5.99,A,5,MORTGAGE,28000,23,0,0
7000,7.29,A,4,RENT,84175,35,0,0
3000,,B,3,RENT,24000,22,0,0
20000,,B,1,RENT,75000,27,0,0
13600,9.99,B,5,RENT,57840,25,1,5684
8000,7.51,A,2,RENT,77000,24,0,0
12000,,A,2,MORTGAGE,44000,21,0,0
10000,16.29,D,4,OWN,36000,36,1,3932
10000,10.95,B,4,MORTGAGE,95000,44,0,0
18000,10.39,B,20,MORTGAGE,36000,26,0,0
25000,14.09,D,5,RENT,68000,24,0,0
11250,13.61,C,5,MORTGAGE,43500,30,0,0
5000,9.63,B,2,MORTGAGE,50000,43,0,0
1500,8.49,A,0,RENT,60000,52,1,670
2500,9.62,B,4,MORTGAGE,64992,29,1,1120
11000,15.99,D,1,RENT,97500,27,0,0
13000,7.29,A,3,MORTGAGE,46500,22,0,0
15000,13.47,C,12,MORTGAGE,69996,23,0,0
11400,6.91,A,1,RENT,35000,31,1,6502
5000,11.99,B,8,MORTGAGE,80000,42,1,2352
9000,12.42,B,2,RENT,77800,29,0,0
9200,5.79,A,3,MORTGAGE,110000,32,0,0
11200,5.79,A,9,RENT,66000,42,0,0
5000,13.06,C,5,RENT,21600,23,1,2837
15000,6.17,A,26,RENT,38400,23,0,0
8400,12.84,C,5,MORTGAGE,153000,32,0,0
16000,8.49,A,0,MORTGAGE,150000,42,1,12516
6000,9.99,B,3,RENT,111280,34,0,0
6600,,A,5,MORTGAGE,72000,26,0,0
8800,5.42,A,9,MORTGAGE,43000,26,1,4172
6000,7.49,A,0,RENT,50000,24,1,2576
12000,14.27,C,0,RENT,159500,24,1,6021
5000,9.62,B,2,RENT,65000,43,0,0
15000,16.32,E,23,RENT,65000,25,0,0
15000,6.99,A,6,OWN,65000,27,1,6064
7000,9.45,B,1,MORTGAGE,93000,46,1,2631
12000,13.55,D,12,RENT,82000,22,0,0
11000,,A,6,MORTGAGE,59500,33,0,0
9250,13.11,C,5,RENT,27120,22,1,4867
7000,11.49,B,18,MORTGAGE,72000,27,0,0
7200,8,A,2,RENT,59000,22,1,3452
2000,12.69,B,,RENT,24000,24,1,1358
10000,18.62,F,,OWN,35000,23,1,3728
2500,,B,6,OWN,61440,23,0,0
20000,11.12,B,17,RENT,62400,24,0,0
10000,9.99,B,1,RENT,70000,23,0,0
2000,9.62,B,,MORTGAGE,53500,23,0,0
5500,10.25,B,6,MORTGAGE,90000,27,1,2328
8000,11.71,B,,MORTGAGE,86244,25,1,3346
12000,7.29,A,7,MORTGAGE,73000,29,0,0
20000,6.54,A,18,MORTGAGE,63844,27,0,0
4600,,C,0,RENT,30000,24,1,2102
3600,11.36,B,4,RENT,50000,24,1,1759
9600,6.99,A,9,MORTGAGE,255000,24,0,0
1750,7.49,A,7,MORTGAGE,87000,22,0,0
6400,13.23,C,4,MORTGAGE,67000,34,0,0
3000,5.42,A,0,RENT,43500,22,0,0
5000,7.4,A,11,RENT,50000,23,1,2347
6000,11.99,B,11,RENT,55560,31,1,3977
10200,11.71,B,14,RENT,90000,22,1,4746
6000,7.49,A,3,RENT,45000,26,0,0
4000,7.51,A,2,RENT,30000,34,0,0
10000,11.03,C,11,RENT,30000,33,1,4980
2100,11.86,B,11,MORTGAGE,62000,25,0,0
16000,17.27,D,18,RENT,63336,22,0,0
11000,17.19,E,10,RENT,41808,21,0,0
11000,,C,2,RENT,54996,23,0,0
10000,14.22,C,8,RENT,45000,49,0,0
4400,6.62,A,,OWN,49000,29,0,0
12000,12.87,C,8,RENT,57720,23,0,0
17000,6.91,A,9,MORTGAGE,55000,25,0,0
6000,9.63,B,1,RENT,72000,29,0,0
5000,,B,2,RENT,23000,24,0,0
1600,12.42,B,6,RENT,53616,23,0,0
14400,11.36,B,9,OWN,53000,21,0,0
4600,14.96,D,5,RENT,58000,23,1,2009
7200,7.68,A,0,RENT,85000,27,0,0
6500,15.33,D,3,MORTGAGE,37500,33,0,0
3625,16.29,D,19,RENT,19800,25,0,0
15000,10.14,B,8,MORTGAGE,88296,37,0,0
4800,10.65,B,6,RENT,22000,31,1,3647
6000,7.9,A,5,RENT,51928,26,1,1958
24250,11.48,B,14,OWN,142000,29,1,11703
10000,13.57,C,0,MORTGAGE,108960,25,0,0
6000,6.91,A,2,MORTGAGE,78000,23,1,2703
22400,,B,12,MORTGAGE,110000,28,0,0
8000,10.36,B,5,MORTGAGE,45000,30,0,0
20000,10.37,B,3,MORTGAGE,78000,24,1,10074
9000,6.99,A,4,MORTGAGE,75000,22,0,0
6000,7.88,A,14,MORTGAGE,56004,22,0,0
14400,8.94,A,17,RENT,38000,31,0,0
7000,6.03,A,2,MORTGAGE,25200,22,0,0
2400,13.72,C,4,MORTGAGE,95000,29,0,0
16000,12.69,B,5,MORTGAGE,34320,28,0,0
20000,15.57,E,2,MORTGAGE,49000,24,0,0
4000,5.99,A,6,MORTGAGE,41664,25,0,0
4500,9.62,B,0,RENT,21000,25,1,2883
12000,7.9,A,3,RENT,70000,23,1,5278
6000,14.96,D,2,RENT,48000,24,1,2628
12000,11.83,B,2,RENT,45000,23,0,0
35000,12.68,C,26,MORTGAGE,90000,24,1,9836
3000,14.27,C,2,RENT,74500,40,0,0
9000,13.92,C,0,RENT,30000,35,1,4124
17350,13.55,D,6,OWN,44000,31,0,0
9000,6.91,A,7,RENT,36000,29,1,3600
8800,7.29,A,8,MORTGAGE,103000,27,0,0
5000,7.88,A,3,OWN,29004,43,1,3270
20000,12.18,B,2,MORTGAGE,75000,28,0,0
11500,11.14,B,2,OWN,145000,24,0,0
15000,12.61,C,8,RENT,31680,21,1,5715
4800,10.38,B,3,RENT,56928,23,0,0
6000,7.88,A,0,MORTGAGE,45000,24,0,0
15000,7.9,A,5,RENT,37440,27,0,0
2500,10.38,B,4,MORTGAGE,85000,24,1,1223
19975,13.92,C,9,RENT,125000,28,1,9916
6000,14.74,D,16,RENT,36000,25,1,3250
6000,10.25,B,3,RENT,90000,23,0,0
10400,12.69,B,4,RENT,44000,24,0,0
5000,13.98,C,0,RENT,32000,41,0,0
10000,,B,8,MORTGAGE,125000,22,0,0
7500,12.18,B,3,RENT,80000,27,0,0
5000,6.92,A,3,MORTGAGE,65000,28,0,0
4500,13.49,C,2,RENT,47000,21,1,1930
35000,10.59,B,20,MORTGAGE,140000,25,0,0
15000,10.75,B,11,MORTGAGE,53664,23,1,7836
7000,16.35,E,1,OWN,31200,27,1,4026
9400,9.91,B,2,RENT,45500,26,0,0
1400,16.77,D,3,MORTGAGE,19200,27,1,506
2500,14.35,C,1,RENT,21600,35,1,1181
4500,11.03,C,4,RENT,47000,31,0,0
10000,,A,10,MORTGAGE,67000,23,1,4904
35000,10.37,B,12,OWN,242400,29,0,0
7200,5.79,A,16,RENT,31500,33,0,0
8000,17.39,E,15,MORTGAGE,72400,25,0,0
5000,,A,1,RENT,32000,24,0,0
4200,,C,2,RENT,19000,21,0,0
4000,9.32,A,14,MORTGAGE,72000,26,0,0
7000,13.23,C,0,RENT,40040,24,1,3227
1600,9.62,B,17,MORTGAGE,36900,31,0,0
20000,6.91,A,7,MORTGAGE,100000,22,0,0
3000,11.12,B,3,RENT,25000,25,0,0
4000,12.98,C,5,MORTGAGE,80000,38,0,0
7500,10.95,B,8,RENT,65000,31,0,0
10000,10.62,B,4,RENT,53000,21,1,5878
8000,9.99,B,2,OWN,24996,29,0,0
15000,8.94,A,0,OWN,23040,21,1,5562
9000,14.54,D,31,MORTGAGE,70000,48,0,0
2400,10.99,B,1,RENT,39000,30,0,0
5600,10.74,B,0,MORTGAGE,90000,37,1,3094
5000,,B,1,RENT,60000,30,0,0
7000,7.14,A,2,OWN,80340,22,0,0
2400,10.36,B,0,RENT,23520,29,0,0
13750,16.45,E,23,MORTGAGE,38644,22,1,5387
3500,13.11,C,5,RENT,20000,22,0,0
1500,12.87,C,3,RENT,60000,29,1,859
14000,8.94,A,16,MORTGAGE,77000,24,1,6650
2500,10.65,B,2,RENT,24000,27,1,1493
7500,,A,5,RENT,48000,37,1,4986
2000,12.53,C,7,OWN,40000,24,0,0
10000,13.23,C,4,RENT,92652,26,0,0
24000,,A,2,MORTGAGE,133000,23,0,0
10000,13.49,C,0,RENT,26400,22,1,4914
6000,6.92,A,3,MORTGAGE,50000,23,0,0
20000,11.89,B,0,MORTGAGE,143500,30,0,0
6000,11.86,B,4,MORTGAGE,200000,23,0,0
12000,12.42,B,11,MORTGAGE,73527,32,0,0
25000,13.8,C,3,MORTGAGE,140000,41,0,0
6400,15.65,D,2,RENT,47000,32,1,2309
6000,13.8,C,1,RENT,31200,25,1,2525
9600,9.91,B,24,RENT,59000,33,0,0
18000,10.74,B,8,MORTGAGE,46028.1,27,0,0
9250,,A,2,RENT,67000,30,1,4149
8400,7.88,A,13,MORTGAGE,70000,39,0,0
20000,6.17,A,26,MORTGAGE,117000,33,1,7785
12000,7.51,A,2,MORTGAGE,120000,24,1,5620
7200,7.9,A,1,RENT,55000,25,1,2971
5000,11.97,C,1,OWN,51320,31,0,0
6000,8,A,17,MORTGAGE,46000,28,0,0
5000,7.14,A,13,OWN,100000,21,1,2565
12000,11.71,B,20,OWN,40008,40,0,0
5000,9.32,A,3,RENT,45000,23,1,2811
8400,7.51,A,5,MORTGAGE,38000,28,0,0
10000,7.88,A,0,OWN,75000,30,0,0
4000,10.75,B,15,RENT,27000,24,0,0
1500,11.89,B,0,RENT,50500,25,0,0
11175,14.96,D,28,RENT,40000,33,0,0
20000,14.61,D,4,RENT,63000,28,0,0
20000,17.56,E,0,MORTGAGE,90000,27,1,10874
7000,12.09,C,14,MORTGAGE,48000,25,0,0
8000,6.76,A,2,MORTGAGE,100000,36,0,0
6000,13.49,C,0,RENT,30000,24,0,0
3000,7.37,A,1,RENT,17573,28,0,0
8500,11.58,B,14,RENT,27996,35,0,0
9575,6.62,A,1,RENT,43000,22,0,0
7500,13.24,D,6,RENT,129996,39,1,3986
12800,12.42,B,1,RENT,58000,23,0,0
5500,6.17,A,0,MORTGAGE,44000,23,1,1995
8000,9.91,B,5,OWN,24000,22,1,4272
14400,12.99,C,22,MORTGAGE,117600,29,0,0
12000,7.88,A,12,MORTGAGE,105000,30,0,0
10000,7.88,A,5,RENT,40000,24,0,0
7500,11.71,B,13,MORTGAGE,153000,25,1,4377
2500,10.59,B,6,RENT,33000,25,0,0
5000,6.99,A,6,MORTGAGE,45000,26,0,0
3000,7.88,A,1,RENT,50000,35,0,0
12000,7.88,A,15,MORTGAGE,80000,25,1,4091
12000,5.42,A,4,MORTGAGE,140000,23,1,5546
12000,7.51,A,29,MORTGAGE,170004,33,1,5254
7500,11.91,C,15,RENT,48996,27,1,5606
13500,7.49,A,1,RENT,64402,29,0,0
15000,13.22,C,2,RENT,51996,24,0,0
6000,,A,4,MORTGAGE,102996,33,0,0
16500,5.42,A,12,MORTGAGE,130000,32,0,0
9600,10,B,5,MORTGAGE,82000,23,0,0
6000,10.62,B,8,MORTGAGE,84000,25,1,4406
5000,11.99,B,28,MORTGAGE,136886,28,1,3016
12000,7.9,A,0,MORTGAGE,62000,26,0,0
16000,17.27,D,19,RENT,65000,29,1,9044
12000,8.9,A,7,OWN,40000,21,1,5536
20000,13.99,C,0,MORTGAGE,52000,22,0,0
20000,,D,24,MORTGAGE,85000,33,0,0
11500,7.88,A,3,MORTGAGE,60000,26,0,0
9000,10.59,B,9,RENT,174708,25,0,0
15000,11.99,B,2,MORTGAGE,100000,22,0,0
3000,11.71,B,5,RENT,46000,43,1,1453
7000,13.79,C,4,RENT,45000,27,1,3058
12700,17.27,D,6,MORTGAGE,43400,30,0,0
15000,10.25,B,1,OWN,72000,22,1,8442
12500,8.94,A,5,MORTGAGE,180952,23,1,8790
3000,,C,14,MORTGAGE,63755,29,0,0
10000,6.62,A,20,MORTGAGE,66000,41,0,0
5000,7.9,A,9,MORTGAGE,52000,21,0,0
10000,15.99,D,15,MORTGAGE,162500,26,0,0
2600,14.74,D,1,RENT,30996,27,0,0
2000,13.72,C,2,RENT,51996,29,0,0
6450,5.99,A,5,MORTGAGE,140987,27,0,0
10800,,A,15,MORTGAGE,117000,24,0,0
17500,13.49,C,5,RENT,58000,24,1,8048
10000,8,A,17,RENT,84996,33,0,0
13000,5.79,A,9,OWN,35556,24,0,0
13000,15.7,D,2,RENT,52000,43,1,7251
6000,11.99,B,13,RENT,60000,22,0,0
20000,12.21,B,0,MORTGAGE,85000,35,0,0
10750,12.68,C,12,RENT,30067.2,21,1,5900
12000,11.11,B,13,MORTGAGE,84000,30,0,0
16000,7.88,A,,MORTGAGE,56532,21,0,0
15000,11.14,B,4,RENT,50500,25,0,0
3000,10.99,B,5,RENT,85000,22,0,0
7400,16.77,D,2,RENT,37000,32,1,3211
12000,6.99,A,14,MORTGAGE,105000,34,0,0
8000,14.35,C,31,MORTGAGE,54996,23,0,0
8000,11.49,B,4,MORTGAGE,105600,22,1,3276
12000,9.63,A,1,RENT,75000,28,1,7224
8000,15.31,D,0,RENT,41000,26,0,0
7300,,A,1,RENT,38000,23,0,0
15000,8.94,A,1,RENT,147000,34,1,6071
15000,16.77,D,1,RENT,59000,24,0,0
10000,14.27,C,14,MORTGAGE,77400,29,1,5493
8300,8.9,A,0,RENT,30000,25,1,5690
15000,10.62,B,20,MORTGAGE,46551,23,0,0
6400,11.89,B,31,MORTGAGE,60000,29,1,2667
25000,11.83,B,3,MORTGAGE,130000,24,1,15145
9600,10.99,B,0,RENT,46000,22,0,0
7500,13.47,C,1,OWN,47900,27,0,0
4000,14.84,D,0,RENT,170000,26,0,0
3000,11.49,B,0,RENT,24996,21,0,0
3500,10.75,B,1,MORTGAGE,67296,23,1,1231
16500,7.88,A,10,RENT,68000,27,0,0
4300,9.63,B,1,RENT,30000,24,1,2845
12000,13.61,C,3,RENT,96000,22,0,0
13600,11.11,B,2,RENT,95000,23,0,0
9000,6.03,A,3,RENT,64000,26,0,0
10000,,E,3,RENT,72000,24,1,4278
16000,9.63,A,0,MORTGAGE,120000,24,0,0
5000,6.62,A,2,MORTGAGE,124800,23,0,0
2400,13.98,C,4,OWN,24000,34,0,0
7200,,A,5,MORTGAGE,60000,23,0,0
15000,9.63,A,0,MORTGAGE,30000,29,0,0
5650,9.91,B,20,RENT,51000,22,0,0
16000,6.91,A,0,RENT,85000,24,1,6049
19000,11.83,B,0,MORTGAGE,200004,29,0,0
4500,6.03,A,4,RENT,53000,40,1,2168
5000,7.43,A,0,OWN,45000,42,1,2500
10000,,B,,RENT,37000,22,0,0
1600,6.62,A,2,RENT,28800,25,1,717
12000,17.27,D,2,RENT,95000,23,0,0
7000,10.65,B,3,RENT,52000,23,0,0
10000,7.66,A,6,RENT,38000,26,0,0
13200,7.51,A,6,MORTGAGE,83625,36,1,7530
15000,9.88,B,4,MORTGAGE,85000,24,1,11296
3450,12.69,B,8,RENT,14000,26,1,1481
6000,14.72,C,5,MORTGAGE,25000,28,1,2690
2800,13.49,C,4,RENT,123000,23,0,0
13600,10,B,2,RENT,68000,25,1,6786
6400,10.71,B,0,RENT,55000,25,0,0
11500,10.38,B,4,RENT,125000,24,1,6032
18000,10.99,B,7,MORTGAGE,90722,28,0,0
5000,5.79,A,14,OWN,39520,36,0,0
7500,8,A,4,OTHER,125000,23,0,0
6500,11.89,B,6,RENT,21000,21,1,2940
7000,8,A,20,OWN,18000,33,1,3666
16000,16.77,E,4,RENT,50000,30,0,0
6000,6.17,A,2,MORTGAGE,54000,41,0,0
3000,5.79,A,,MORTGAGE,41000,21,1,1477
7000,7.49,A,5,MORTGAGE,60000,30,0,0
12000,11.26,B,4,RENT,58000,32,0,0
12000,11.99,B,3,MORTGAGE,37596,25,1,6317
5000,9.32,A,11,MORTGAGE,18500,24,0,0
8950,11.89,B,2,MORTGAGE,70000,24,1,5033
24250,12.53,B,3,RENT,287000,23,0,0
6000,6.99,A,3,RENT,80000,29,1,2793
6000,10,B,5,RENT,50100,31,0,0
6000,11.86,B,4,RENT,81000,27,1,3299
5075,5.79,A,5,RENT,33600,25,0,0
10000,14.22,C,15,MORTGAGE,186480,28,0,0
7500,6.03,A,24,RENT,55000,22,0,0
6000,12.68,C,2,OWN,21600,23,1,4269
5400,13.99,C,15,RENT,60000,37,1,3469
17400,11.99,B,7,RENT,82000,24,1,7892
1500,11.78,C,12,MORTGAGE,160000,27,0,0
6500,7.51,A,7,RENT,28000,26,0,0
13000,15.33,D,14,MORTGAGE,57000,26,1,5716
14000,14.65,C,2,RENT,53000,21,0,0
6200,13.79,C,7,RENT,45000,22,0,0
6000,12.18,B,2,RENT,24000,22,1,2532
7000,13.35,C,,OWN,62589,22,0,0
2800,13.04,C,1,RENT,67000,27,1,1193
5000,5.79,A,3,MORTGAGE,54000,26,0,0
12000,9.99,B,8,MORTGAGE,55000,22,1,6949
8000,10.62,B,10,MORTGAGE,143485,35,0,0
3200,7.68,A,2,RENT,57504,29,0,0
11200,10.36,B,8,RENT,72000,25,1,6302
6000,12.87,C,0,RENT,40000,22,0,0
6000,12.17,D,16,MORTGAGE,120000,32,0,0
6000,11.99,B,2,RENT,65000,23,1,3280
8750,12.68,C,2,RENT,59000,31,0,0
5275,12.53,C,0,RENT,50000,31,0,0
3000,9.63,A,1,RENT,59300,23,0,0
9000,11.71,B,7,MORTGAGE,110000,35,0,0
13650,,C,1,MORTGAGE,54000,23,0,0
2400,5.42,A,28,RENT,40000,25,0,0
8000,12.53,C,1,RENT,47004,25,1,5545
5600,13.85,C,0,RENT,52000,28,1,2773
7500,,B,6,RENT,44720,29,0,0
6000,8.94,A,2,MORTGAGE,42000,25,0,0
1500,7.29,A,0,RENT,22800,40,0,0
15000,12.53,C,5,RENT,143000,28,1,6534
10000,14.61,D,0,RENT,30000,24,1,5529
5000,9.91,B,12,RENT,53000,22,0,0
11000,10.75,B,2,RENT,48000,22,1,6779
1500,11.48,B,5,RENT,33000,25,1,816
7000,13.85,C,2,RENT,58000,36,1,3703
8000,9.63,A,8,MORTGAGE,48000,45,1,3872
20000,10.99,B,5,MORTGAGE,82000,29,0,0
10000,7.29,A,5,RENT,32000,23,0,0
9000,5.79,A,0,RENT,36000,43,0,0
8000,,D,0,RENT,62000,29,0,0
12000,5.99,A,5,MORTGAGE,80000,21,0,0
7200,8.9,A,3,RENT,80000,23,0,0
6000,7.49,A,29,MORTGAGE,150000,32,1,2725
2400,10.83,B,8,RENT,40000,21,1,1215
6000,,A,33,MORTGAGE,68686,23,0,0
8400,11.99,B,2,MORTGAGE,85000,35,1,3599
5000,,B,8,RENT,150000,24,0,0
21000,11.99,B,4,MORTGAGE,70000,24,0,0
2500,10.37,B,2,RENT,24000,32,1,1289
20000,13.49,C,1,RENT,84000,27,0,0
7600,15.27,C,2,RENT,33000,35,0,0
4500,6.92,A,12,MORTGAGE,65004,25,0,0
9600,,A,7,RENT,50500,24,1,5313
1500,10.37,B,0,RENT,36000,21,0,0
3700,6.39,A,3,MORTGAGE,62000,33,0,0
14400,11.83,B,9,MORTGAGE,95000,23,0,0
6000,7.51,A,7,RENT,25000,23,1,2560
3825,5.42,A,3,RENT,85000,36,0,0
5000,15.96,C,2,MORTGAGE,100000,29,0,0
7000,12.84,C,3,RENT,60500,22,1,3667
7500,10.51,B,1,OWN,42000,24,0,0
2700,7.29,A,3,RENT,26000,23,0,0
10000,13.61,C,17,MORTGAGE,59650,25,0,0
5000,6.03,A,8,MORTGAGE,76000,39,0,0
6000,13.72,C,3,RENT,41496,33,1,2600
1000,,C,21,RENT,54000,31,0,0
35000,8.9,A,6,MORTGAGE,125000,23,0,0
8000,5.79,A,7,MORTGAGE,60000,25,1,3411
24000,15.96,C,9,MORTGAGE,134500,30,1,14107
6000,5.79,A,2,MORTGAGE,53000,33,1,2663
20050,9.76,B,15,RENT,26000,26,1,11104
12000,11.26,B,3,RENT,45000,35,0,0
7200,8.9,A,12,RENT,35000,25,0,0
5500,5.99,A,,MORTGAGE,45000,22,1,3016
9000,6.76,A,0,MORTGAGE,79000,25,1,4790
3000,14.17,C,3,MORTGAGE,108000,27,1,1303
5000,13.22,C,0,RENT,42000,23,1,2792
4750,14.84,D,7,RENT,37000,30,0,0
8000,13.61,C,2,MORTGAGE,50000,23,0,0
35000,10.99,B,8,MORTGAGE,390000,33,0,0
20000,,B,3,MORTGAGE,80400,28,1,13110
5000,12.42,B,3,RENT,45000,22,1,2456
4000,5.79,A,3,RENT,48000,26,0,0
4000,13.43,C,7,MORTGAGE,53712,38,1,2346
2500,13.79,C,2,RENT,20000,21,1,966
16000,6.17,A,15,MORTGAGE,75000,28,1,9264
10000,6.03,A,12,OWN,42000,22,0,0
15000,6.03,A,8,OWN,190000,31,1,8002
5000,7.51,A,11,MORTGAGE,115000,28,1,1917
25000,11.26,B,9,MORTGAGE,84000,24,1,17685
15000,16.77,D,3,RENT,50000,27,0,0
5000,,D,4,RENT,32496,32,0,0
25000,13.79,C,1,MORTGAGE,76000,22,1,14249
25000,10.08,B,5,MORTGAGE,53979,30,0,0
10000,11.99,B,4,RENT,65000,33,0,0
8000,,A,22,MORTGAGE,50004,47,0,0
3000,9.63,A,4,RENT,30500,28,1,1332
6000,11.89,B,6,RENT,66000,48,0,0
4000,14.26,C,3,RENT,38000,23,0,0
8000,11.49,B,0,RENT,43000,37,0,0
6000,11.49,B,2,RENT,59004,32,0,0
9000,12.69,B,1,RENT,86250,24,1,4282
12500,7.51,A,8,MORTGAGE,63720,25,0,0
4000,6.99,A,9,RENT,65000,27,1,1951
7000,6.54,A,12,RENT,78000,30,1,4050
6000,9.99,B,,MORTGAGE,28440,24,1,2225
6000,5.42,A,7,MORTGAGE,65000,24,1,2333
6400,7.9,A,4,MORTGAGE,95000,22,0,0
2500,7.88,A,4,RENT,55000,25,1,1915
1700,8.49,A,11,MORTGAGE,63000,27,0,0
16000,13.85,C,8,RENT,47831,28,1,6547
7000,10.99,B,5,RENT,35000,26,0,0
6000,12.99,C,2,RENT,48000,25,0,0
10000,11.14,B,4,MORTGAGE,67222,29,0,0
28000,15.62,D,0,MORTGAGE,110000,26,1,14479
10000,12.84,C,3,MORTGAGE,100000,28,0,0
10000,12.23,C,5,MORTGAGE,79380,26,0,0
3450,11.99,B,30,MORTGAGE,45000,27,0,0
8400,9.32,A,4,RENT,189996,32,0,0
6000,11.71,B,11,MORTGAGE,90000,31,1,2550
10000,6.62,A,0,MORTGAGE,90000,26,0,0
2400,11.86,B,6,MORTGAGE,49032,22,1,804
9975,7.51,A,0,RENT,65000,23,0,0
10800,11.99,B,3,MORTGAGE,89000,30,1,4686
9000,15.58,D,9,MORTGAGE,57204,22,0,0
16000,11.14,B,2,MORTGAGE,150000,29,1,6412
15000,11.71,B,13,RENT,33800,21,0,0
25000,16.32,D,21,RENT,170000,27,0,0
7000,,A,6,MORTGAGE,57000,23,0,0
5000,16.07,D,6,MORTGAGE,70000,28,0,0
4000,14.65,C,2,OWN,38000,32,1,2145
2000,14.96,D,4,MORTGAGE,36000,24,0,0
8000,15.05,D,13,OTHER,27048,25,0,0
12000,,B,12,RENT,52000,28,1,5319
4000,,D,6,OWN,30000,21,1,1891
12000,7.66,A,,OWN,30000,22,1,6740
9000,10.65,B,0,RENT,52000,22,0,0
20000,14.11,D,2,RENT,84996,24,1,13309
8000,10.38,B,7,OWN,33000,25,1,3137
18400,8.9,A,11,RENT,120000,23,0,0
9600,13.99,C,11,MORTGAGE,130000,45,1,6546
1000,7.29,A,0,RENT,69000,23,0,0
6300,10.37,B,4,MORTGAGE,70000,25,0,0
7900,,A,,RENT,36572.88,31,1,2839
10000,20.89,F,4,RENT,45600,30,1,4148
12875,15.31,D,0,RENT,50000,21,1,6069
10000,11.36,B,4,RENT,42000,22,1,4454
12000,11.58,B,17,OWN,275000,22,0,0
12800,14.79,C,16,RENT,36000,30,1,6018
4800,7.05,A,15,OWN,43800,29,1,2196
13800,8.9,A,7,MORTGAGE,48000,33,0,0
12000,5.79,A,5,MORTGAGE,87800,26,1,5963
8000,7.88,A,2,MORTGAGE,43200,24,1,3672
15000,17.99,E,11,MORTGAGE,65000,37,1,6951
8000,11.83,B,1,RENT,65004,38,0,0
6000,10.99,B,21,MORTGAGE,59700,28,0,0
20000,14.74,D,5,RENT,45000,24,1,10570
6000,13.23,C,0,MORTGAGE,56000,29,0,0
7000,7.14,A,5,MORTGAGE,45691.7,22,0,0
19800,15.57,D,0,MORTGAGE,75000,22,0,0
4000,16.32,D,24,RENT,45000,23,0,0
15000,16.63,E,2,OTHER,46000,29,0,0
7000,11.49,B,11,MORTGAGE,114000,35,0,0
2100,13.11,C,0,RENT,15000,24,1,1195
6250,11.49,B,3,MORTGAGE,32000,25,1,2776
