loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
24250,12.87,C,16,RENT,168750,26
6000,16.95,E,2,RENT,78504,29
1500,15.99,D,0,RENT,36996,24
4000,,C,2,OWN,18000,22
10000,7.88,A,5,MORTGAGE,62000,25
1500,15.23,C,34,MORTGAGE,71000,22
18000,9.99,B,0,MORTGAGE,200000,24
8000,11.49,B,0,RENT,79000,24
3500,6.03,A,11,MORTGAGE,83000,27
12000,7.29,A,9,RENT,36000,33
8000,5.79,A,4,RENT,76860,27
5000,11.66,C,3,MORTGAGE,69600,26
6000,,B,4,RENT,50000,26
7000,7.9,A,4,RENT,39000,35
3000,,A,2,RENT,47000,38
5000,,A,4,MORTGAGE,94368,51
15000,8.49,A,2,MORTGAGE,85000,28
14500,,C,3,MORTGAGE,130000,22
3000,11.11,B,3,MORTGAGE,57600,27
10000,,B,2,RENT,36000,25
7000,7.51,A,2,RENT,38400,27
5000,11.49,B,1,MORTGAGE,37500,45
6500,8.32,A,2,RENT,31000,22
2500,10.99,B,0,RENT,24996,22
25000,10.62,B,3,MORTGAGE,235000,33
9600,9.88,B,1,RENT,33996,26
20000,16.95,E,3,MORTGAGE,115000,32
12000,10.37,B,6,MORTGAGE,70000,25
10000,10.59,B,28,MORTGAGE,56820,28
14000,7.14,A,0,RENT,54000,22
15000,19.03,E,12,RENT,183000,27
14000,15.7,D,12,RENT,42000,33
6000,11.86,B,14,RENT,27000,25
10000,14.26,C,0,RENT,52500,23
4625,10.62,B,2,MORTGAGE,70000,31
6000,7.49,A,4,RENT,70000,23
15000,5.99,A,0,RENT,230000,32
8000,7.14,A,3,MORTGAGE,65000,23
1000,7.68,A,0,MORTGAGE,91000,24
7000,6.99,A,,OWN,30156,29
16000,6.62,A,4,MORTGAGE,97000,23
15000,10.65,B,9,MORTGAGE,85000,29
6000,,A,4,RENT,40000,22
8500,7.14,A,29,MORTGAGE,38400,22
16000,10.99,B,4,MORTGAGE,42000,35
10000,12.73,C,1,RENT,60000,24
10000,13.49,C,13,RENT,60000,50
10000,6.92,A,15,MORTGAGE,50000,25
6825,8.32,A,0,MORTGAGE,42000,27
5600,13.48,C,,RENT,11688,32
4000,12.61,D,2,MORTGAGE,143123,24
6000,7.51,A,3,MORTGAGE,55000,24
6000,,A,6,RENT,63550,33
16000,14.42,D,23,RENT,70000,29
8000,5.99,A,19,RENT,38000,35
8500,10.59,B,19,MORTGAGE,49000,27
14000,,E,13,RENT,120000,26
7200,7.29,A,4,MORTGAGE,150000,29
10000,13.43,C,15,RENT,52000,23
11200,13.48,C,0,RENT,46739.4,28
13275,17.58,D,5,RENT,54000,23
6000,14.84,D,2,RENT,32004,24
7000,16.35,E,1,OWN,31200,27
12000,13.22,C,0,RENT,26237.88,27
6000,12.18,B,17,RENT,32000,29
2650,11.26,B,1,RENT,48000,28
7200,8.49,A,2,RENT,60000,24
7000,8.9,A,9,MORTGAGE,70000,30
18000,15.23,C,47,RENT,46800,22
12000,5.42,A,4,MORTGAGE,31000,32
4000,,D,2,RENT,69996,23
4000,15.23,C,7,MORTGAGE,80000,23
4400,7.9,A,4,MORTGAGE,95000,23
5500,6.91,A,3,RENT,20400,27
30000,17.58,D,6,MORTGAGE,200000,26
15000,11.48,B,2,RENT,80000,28
5000,9.99,B,3,RENT,36996,22
8000,14.3,D,0,RENT,37200,22
7000,12.69,B,2,MORTGAGE,84000,27
15000,13.11,C,14,OWN,120000,26
1800,6.76,A,2,RENT,25200,27
4000,13.72,C,12,MORTGAGE,146000,21
12000,11.49,B,9,RENT,36000,22
3000,10,B,5,RENT,34008,23
12000,10.65,B,4,MORTGAGE,33640,22
12000,11.48,B,0,OWN,23004,36
15350,12.18,B,3,RENT,54288,22
1800,9.63,B,2,MORTGAGE,32496,31
25000,11.49,B,14,MORTGAGE,63000,25
8000,13.49,C,5,MORTGAGE,70000,22
20000,7.51,A,,MORTGAGE,120000,27
5000,8,A,3,MORTGAGE,28000,25
4200,12.68,C,0,RENT,40000,30
2100,6.91,A,1,OWN,32000,29
18000,13.8,C,9,MORTGAGE,53000,21
2000,5.42,A,34,MORTGAGE,123996,26
8000,6.92,A,,MORTGAGE,54300,25
5500,8.88,B,,RENT,30000,31
10000,7.66,A,18,MORTGAGE,62316,21
14000,7.66,A,9,MORTGAGE,201000,25
15000,,C,6,MORTGAGE,70400,27
6000,8.9,A,3,RENT,41000,24
7000,7.29,A,2,MORTGAGE,65000,29
6000,7.14,A,,MORTGAGE,50400,25
9250,11.48,B,0,RENT,28000,30
8400,7.88,A,2,RENT,55000,22
4800,,A,5,OWN,36000,30
10000,7.49,A,3,RENT,69228,42
10000,8.94,A,9,MORTGAGE,54528,26
6000,13.85,C,6,RENT,33000,22
6200,12.69,B,2,RENT,40000,22
15000,10.38,B,10,MORTGAGE,75000,23
10000,10.65,B,1,RENT,68000,29
12000,10.99,B,7,RENT,37200,22
12000,9.62,B,13,RENT,45000,25
10000,16.77,D,16,MORTGAGE,40000,28
4000,5.79,A,13,MORTGAGE,40000,27
12000,11.58,B,17,OWN,275000,22
11400,12.53,B,9,MORTGAGE,57000,22
20000,10.62,B,2,MORTGAGE,95000,24
9000,10.83,B,1,RENT,38500,22
5000,7.51,A,1,RENT,38250,27
12000,16.49,D,7,MORTGAGE,54000,25
3000,14.79,C,5,MORTGAGE,30000,22
20000,,E,11,RENT,130000,36
20000,8.88,B,8,MORTGAGE,98080,29
8000,10.99,B,4,MORTGAGE,80000,23
16000,,A,32,OWN,200000,30
11000,9.63,B,1,OWN,39996,23
9000,11.36,B,5,RENT,84000,25
17000,7.88,A,5,MORTGAGE,138000,27
13600,10.99,B,3,OWN,53400,26
8450,13.49,C,3,MORTGAGE,93080,25
5000,10.39,B,0,RENT,54996,24
10625,6.03,A,2,RENT,24000,25
6500,,C,1,MORTGAGE,48500,23
5000,13.79,C,35,MORTGAGE,75000,25
15000,13.85,C,7,RENT,60000,24
12000,9.63,A,1,RENT,85000,23
17500,12.18,B,12,MORTGAGE,48000,44
6000,10.2,B,2,MORTGAGE,62677,24
18000,6.54,A,6,MORTGAGE,94200,23
2000,13.23,C,1,OWN,16500,38
9200,6.92,A,0,RENT,50000,22
6200,10.65,B,6,OWN,58000,31
4200,,A,8,RENT,23520,23
6000,,A,11,MORTGAGE,52000,28
2100,12.53,B,9,MORTGAGE,68000,33
17000,10.25,B,17,MORTGAGE,105000,29
4800,,C,5,MORTGAGE,70000,26
5000,12.68,C,1,OWN,30000,33
10000,5.79,A,20,MORTGAGE,73000,27
13750,16.45,E,23,MORTGAGE,38644,22
12000,10.39,B,4,RENT,30000,31
3500,14.27,C,0,RENT,34000,22
3925,9.99,B,1,OWN,36000,35
2400,13.11,C,3,RENT,24000,34
14800,11.14,B,13,RENT,30000,28
10000,17.99,E,7,RENT,54000,22
25000,12.18,B,4,MORTGAGE,80000,23
5000,11.12,B,7,RENT,48000,22
15000,13.61,C,4,MORTGAGE,111147.66,26
9500,11.26,B,3,RENT,72000,29
5000,7.43,A,13,MORTGAGE,65000,23
15000,5.79,A,7,RENT,70000,27
5000,6.54,A,,MORTGAGE,60000,22
12000,10.37,B,7,MORTGAGE,98000,38
8000,9.91,B,11,MORTGAGE,90000,24
2500,7.88,A,0,RENT,68000,39
12000,15.27,C,4,MORTGAGE,54000,32
9000,11.26,B,29,MORTGAGE,220836,26
18500,7.9,A,0,RENT,85000,24
20000,13.98,C,0,RENT,100000,29
23000,11.83,B,15,OWN,190000,27
12000,5.99,A,15,MORTGAGE,60000,23
10000,5.42,A,6,MORTGAGE,76000,35
11200,11.14,B,0,RENT,150000,50
9000,11.49,B,2,RENT,46704,24
25000,13.35,C,0,RENT,79632,24
5500,13.23,C,2,RENT,60000,37
10000,5.79,A,1,MORTGAGE,150000,60
15000,5.42,A,4,OWN,40000,39
12000,11.26,B,1,MORTGAGE,93450,26
25000,12.18,B,10,OWN,78000,24
25000,13.06,C,6,MORTGAGE,168000,31
6000,6.03,A,19,MORTGAGE,50364,22
10000,8.38,A,0,RENT,30000,24
18000,13.57,C,2,RENT,63000,23
10000,8.9,A,6,RENT,24000,33
6500,,B,5,RENT,52000,39
10000,5.99,A,3,MORTGAGE,125000,25
4500,8.63,A,24,RENT,78996,25
6000,10.74,B,24,MORTGAGE,57600,22
5000,5.42,A,2,MORTGAGE,105000,34
13600,6.03,A,11,MORTGAGE,104000,22
10000,,A,2,MORTGAGE,60000,22
10000,,A,1,MORTGAGE,1200000,40
6000,,A,4,MORTGAGE,84600,22
8000,14.35,C,31,MORTGAGE,54996,23
1925,15.23,C,20,MORTGAGE,36000,28
1500,10.75,B,2,RENT,57996,24
18000,11.58,B,1,RENT,70000,28
15000,8.9,A,2,MORTGAGE,200000,28
20400,10.75,B,0,MORTGAGE,121000,24
5000,11.36,B,0,RENT,40000,25
10800,10.74,B,19,RENT,68000,25
6500,14.72,C,3,RENT,23000,30
10000,15.37,D,3,RENT,39996,27
7200,11.03,C,1,RENT,31000,29
1500,6.91,A,5,RENT,26400,37
4000,11.49,B,2,RENT,40000,22
20000,13.24,D,1,MORTGAGE,80000,28
14000,7.88,A,16,MORTGAGE,70000,31
8000,11.83,B,5,OWN,54000,25
5000,12.99,C,,RENT,30000,23
1500,10.99,B,11,MORTGAGE,87000,22
4000,12.73,C,0,MORTGAGE,40000,22
12000,5.99,A,5,MORTGAGE,75000,24
7000,,B,3,RENT,62500,29
9000,5.79,A,3,RENT,33000,25
5000,14.96,D,0,OWN,14400,30
6000,8.94,A,1,RENT,70000,39
3700,6.99,A,,RENT,48000,24
3600,17.27,D,7,MORTGAGE,44004,22
7525,,A,1,RENT,85000,27
3950,6.03,A,7,MORTGAGE,109000,27
1600,13.06,C,0,RENT,22800,23
24000,12.18,B,0,OWN,200000,25
4750,5.99,A,2,RENT,60000,31
24000,12.69,B,1,RENT,100450,35
15000,9.88,B,5,MORTGAGE,48840,39
6825,10.99,B,0,RENT,73000,23
5000,15.33,D,14,RENT,64000,25
9600,10.99,B,0,RENT,46000,22
1200,13.11,C,0,RENT,32400,24
10000,16.07,D,12,RENT,61000,29
22000,12.67,D,9,MORTGAGE,90000,39
2000,13.92,C,6,RENT,50252,23
6000,14.11,D,8,MORTGAGE,40000,33
9300,,D,2,RENT,42000,27
1200,10.83,B,1,MORTGAGE,40000,23
8000,5.42,A,12,MORTGAGE,42000,23
15000,6.99,A,,MORTGAGE,61200,32
11000,,A,3,MORTGAGE,82000,21
10000,10.25,B,3,RENT,24500,27
18000,14.11,D,2,MORTGAGE,55000,28
22750,,D,3,MORTGAGE,60000,22
5775,5.42,A,,MORTGAGE,35554,22
7200,11.97,C,14,MORTGAGE,64000,23
25000,15.33,D,1,MORTGAGE,142500,30
5275,7.43,A,9,MORTGAGE,85000,23
10000,11.99,B,15,RENT,83000,29
12000,12.23,C,8,RENT,110000,25
8000,12.61,C,20,MORTGAGE,120000,27
10000,16.77,D,12,RENT,44000,27
3000,7.29,A,2,RENT,70000,22
5000,8,A,1,MORTGAGE,79000,31
3600,15.95,D,0,RENT,15000,21
6000,5.42,A,18,MORTGAGE,96000,30
3000,6.62,A,2,MORTGAGE,45000,27
24000,6.17,A,9,MORTGAGE,105000,27
3000,7.68,A,1,MORTGAGE,50000,27
11000,16.49,D,19,MORTGAGE,39960,29
6500,15.96,C,1,RENT,50000,29
2500,6.39,A,34,RENT,34800,23
7000,11.11,B,3,OWN,36400,28
6000,10.59,B,2,RENT,46151.04,24
8000,16.29,D,8,RENT,56888,27
8000,15.33,D,4,MORTGAGE,92000,23
24000,10.62,B,16,MORTGAGE,320000,36
15000,6.03,A,2,MORTGAGE,86000,23
14300,7.51,A,6,RENT,74880,49
9750,,A,18,OWN,33600,25
15750,16.35,E,0,OWN,48000,23
5000,9.88,B,8,MORTGAGE,54996,25
6000,11.12,B,12,MORTGAGE,225000,28
4800,13.35,C,0,RENT,30000,24
4500,10,B,4,MORTGAGE,73000,24
20000,7.49,A,15,RENT,39915,48
4600,8.49,A,1,RENT,100000,24
4000,6.17,A,7,MORTGAGE,45000,29
23750,12.99,C,20,MORTGAGE,110000,26
8000,16.07,D,4,MORTGAGE,53000,22
7000,7.9,A,2,RENT,33000,23
10000,7.29,A,1,MORTGAGE,40000,28
9600,7.51,A,13,MORTGAGE,66800,27
4000,11.86,B,2,RENT,21000,21
20000,20.4,G,14,RENT,50000,50
2500,14.35,C,5,RENT,45000,22
16750,15.28,D,2,RENT,42000,23
10000,14.96,D,0,RENT,60000,29
5000,13.93,E,2,RENT,38000,23
20000,10.62,B,13,MORTGAGE,91000,21
10000,10.74,B,7,RENT,43288,31
2000,5.42,A,11,MORTGAGE,124000,29
6400,,A,0,MORTGAGE,101400,24
20000,,D,2,MORTGAGE,36000,29
9600,11.49,B,2,MORTGAGE,126000,34
8000,10.36,B,16,MORTGAGE,90000,23
7500,11.03,C,12,RENT,90000,23
15000,15.31,D,0,MORTGAGE,50000,24
16000,11.89,B,0,OTHER,68000,29
12000,7.29,A,7,MORTGAGE,75000,25
7000,12.42,B,7,MORTGAGE,54000,33
12000,9.91,B,5,MORTGAGE,97000,23
25000,11.89,B,0,RENT,85000,31
20000,11.48,B,5,RENT,50950,25
17500,8.49,A,3,MORTGAGE,152000,26
8500,15.23,C,0,MORTGAGE,65000,23
15000,10.99,B,3,MORTGAGE,63000,34
2500,21.36,F,0,RENT,28800,34
7200,10.65,B,3,OWN,66600,24
9000,11.49,B,16,RENT,69000,23
5000,7.29,A,0,RENT,38000,22
8000,16.29,D,7,MORTGAGE,75000,24
2500,15.27,C,0,RENT,39420,31
9000,11.48,B,1,RENT,34000,31
24000,,F,7,RENT,110000,22
4000,15.99,D,0,RENT,51000,24
5425,,D,5,OWN,150000,30
11000,7.51,A,1,RENT,38126,30
6000,9.25,B,0,RENT,26780,25
18000,16.4,F,4,MORTGAGE,150000,26
6550,7.9,A,3,RENT,29500,29
7500,11.14,B,3,OWN,30000,26
8000,7.51,A,8,RENT,105000,24
2500,11.14,B,4,RENT,70000,24
11100,16.77,D,5,MORTGAGE,55000,22
14000,8.9,A,5,RENT,62004,41
35000,7.9,A,0,RENT,120000,23
3000,,C,11,RENT,45000,26
20000,15.28,D,5,OWN,90000,28
4000,14.35,C,8,OWN,39996,31
12000,17.56,E,2,MORTGAGE,70000,24
6000,7.49,A,3,RENT,13440,25
12000,13.16,C,0,RENT,64000,23
8700,6.03,A,0,RENT,28000,23
5500,7.66,A,1,OWN,20000,35
1500,11.71,B,2,RENT,48000,33
10000,7.51,A,3,RENT,65520,26
7500,7.51,A,8,MORTGAGE,47000,23
3000,10.75,B,12,MORTGAGE,28692,21
6000,11.89,B,6,RENT,66000,48
25000,11.36,B,2,MORTGAGE,90000,32
12800,8.38,A,0,MORTGAGE,65000,23
6000,,B,4,RENT,71000,22
5000,16.89,D,2,RENT,40500,22
8000,14.26,C,9,OWN,33000,24
3000,14.54,D,3,OWN,26400,21
15000,16.7,E,0,RENT,60225,22
5000,15.27,C,13,MORTGAGE,54000,28
2500,7.66,A,4,RENT,42228,25
1000,13.06,C,5,MORTGAGE,44928,28
3000,15.05,D,2,MORTGAGE,41600,22
8525,14.54,D,1,MORTGAGE,90000,61
14000,11.36,B,9,OWN,78465,28
10800,10.74,B,4,RENT,60000,41
15000,11.89,B,0,MORTGAGE,60000,24
3675,8.49,A,2,RENT,19200,35
7000,7.49,A,0,MORTGAGE,51000,27
20000,14.61,D,3,RENT,62000,24
7000,12.68,C,2,OWN,40000,32
15000,11.36,B,0,RENT,65000,22
10000,7.88,A,9,MORTGAGE,50000,29
7800,7.9,A,1,RENT,70000,28
6000,7.51,A,4,RENT,30000,21
17000,6.62,A,6,MORTGAGE,78301,34
7000,13.47,C,1,RENT,54000,22
10000,13.48,C,4,RENT,23000,38
10000,10.65,B,12,RENT,44000,22
10000,11.34,C,0,RENT,25368,29
10500,9.63,B,0,RENT,75000,28
3500,14.22,C,1,RENT,22608,35
5000,11.86,B,7,RENT,50000,23
7500,9.83,B,8,RENT,64000,26
8875,11.99,B,12,MORTGAGE,72500,31
1000,11.36,B,1,RENT,7800,24
5300,12.69,B,0,MORTGAGE,105000,26
4000,15.21,D,0,RENT,30000,22
10000,9.63,A,19,MORTGAGE,60000,31
4600,13.99,C,0,RENT,24000,21
3000,5.99,A,6,MORTGAGE,30000,21
10000,13.61,C,0,RENT,34000,21
6600,8,A,13,RENT,50100,27
6000,7.9,A,,RENT,38400,40
13225,13.49,C,5,RENT,35000,26
4500,7.66,A,1,RENT,35000,27
7000,11.11,B,0,OWN,60000,28
5000,12.99,C,4,MORTGAGE,106000,38
11000,13.11,C,4,MORTGAGE,104000,25
8000,11.49,B,1,RENT,60000,25
2500,6.92,A,6,OWN,31577,23
8500,10.99,B,18,RENT,38400,25
18000,8.49,A,11,MORTGAGE,143000,30
4000,5.99,A,6,MORTGAGE,95000,30
7000,6.76,A,5,MORTGAGE,100000,24
13000,16.29,D,14,RENT,28000,26
8000,12.61,C,3,RENT,30000,26
10000,14.61,D,5,RENT,35000,28
12000,,C,1,OWN,34296,38
6000,7.88,A,13,MORTGAGE,39600,23
5000,6.99,A,2,MORTGAGE,80000,24
1200,13.98,C,0,MORTGAGE,52000,24
10000,7.74,A,0,MORTGAGE,50000,26
15000,11.58,B,7,MORTGAGE,69000,23
5275,13.49,C,3,RENT,57600,24
12000,,D,8,MORTGAGE,124000,38
7400,6.99,A,0,RENT,62000,25
30000,6.62,A,0,RENT,89028,26
11200,10.99,B,7,MORTGAGE,122004,23
7000,13.61,C,2,RENT,57996,48
10000,15.95,D,5,RENT,44000,22
7000,11.66,C,15,OWN,65000,25
8000,10.99,B,3,RENT,41000,25
3325,16.89,D,9,RENT,55000,38
3500,13.49,C,16,MORTGAGE,40000,25
6600,7.9,A,5,MORTGAGE,47000,26
8475,6.99,A,11,MORTGAGE,57400,25
8500,15.7,E,7,RENT,50000,25
1500,14.79,C,10,RENT,41000,28
2200,8.9,A,4,MORTGAGE,50000,24
9100,,A,11,MORTGAGE,42000,25
5000,12.53,C,3,RENT,53000,25
7500,13.11,C,3,MORTGAGE,57200,31
10000,14.72,C,7,MORTGAGE,38400,24
10000,8.94,A,3,MORTGAGE,63000,22
6000,7.49,A,2,RENT,25200,21
5000,8.9,A,0,RENT,41000,28
3500,14.22,C,3,RENT,30000,22
2000,9.88,B,3,RENT,50450,25
9475,6.03,A,0,MORTGAGE,62000,35
10000,6.17,A,6,MORTGAGE,70000,39
3000,13.36,D,0,RENT,31131,26
12000,5.42,A,1,MORTGAGE,72000,24
15000,11.72,C,12,MORTGAGE,66000,22
3000,9.63,A,31,MORTGAGE,84000,26
9000,7.66,A,2,OWN,42000,22
6500,11.34,C,34,RENT,38000,24
10000,7.14,A,2,MORTGAGE,48000,34
1500,10.75,B,,MORTGAGE,90000,21
5000,16.77,D,5,MORTGAGE,82000,23
7200,,B,5,RENT,68000,34
10400,13.16,C,7,MORTGAGE,85000,27
7000,13.16,C,1,RENT,33996,24
15000,8.49,A,3,MORTGAGE,70000,23
12000,9.63,A,6,MORTGAGE,101000,31
18000,7.49,A,14,MORTGAGE,116000,27
5000,7.43,A,0,MORTGAGE,200000,23
8000,5.79,A,4,RENT,54996,30
4000,15.23,C,5,MORTGAGE,42000,24
25000,13.11,C,21,RENT,72612,25
7200,,C,3,RENT,70000,30
1200,11.54,C,0,RENT,20000,29
23000,11.99,B,0,RENT,65000,24
9000,14.26,C,0,RENT,45000,22
8000,12.98,C,12,RENT,60228,23
7200,9.99,B,12,MORTGAGE,120000,30
12000,13.11,C,6,RENT,58000,24
3200,14.35,C,5,RENT,43200,26
7000,5.79,A,0,MORTGAGE,100000,25
8000,7.9,A,1,RENT,40000,30
10000,7.51,A,14,MORTGAGE,160000,37
1750,,B,2,RENT,22000,26
13000,7.88,A,16,MORTGAGE,100000,30
6350,13.57,C,2,OWN,18000,28
7000,7.66,A,2,RENT,50000,22
9000,,B,18,OWN,24864,25
31000,8.49,A,1,RENT,105500,28
3000,10.99,B,16,RENT,67000,23
10000,11.11,B,7,RENT,60000,35
10000,13.72,C,4,RENT,21000,22
10000,7.51,A,11,RENT,40000,21
7000,14.84,D,,RENT,26400,21
9000,11.71,B,23,MORTGAGE,54000,39
3000,11.71,B,12,RENT,30000,25
9000,11.89,B,14,RENT,85000,43
11000,5.42,A,14,RENT,38400,66
4200,12.69,B,2,MORTGAGE,120000,34
4000,16.32,D,20,RENT,52392,25
5000,7.74,A,4,RENT,52728,24
5000,11.71,B,17,MORTGAGE,170000,24
12000,,E,7,RENT,55555,22
12000,15.95,D,4,MORTGAGE,72500,27
8000,,B,3,RENT,33600,37
8300,8.9,A,0,RENT,30000,25
5000,6.91,A,3,MORTGAGE,30000,22
4000,11.49,B,4,RENT,31150,28
15000,13.16,C,12,MORTGAGE,150000,24
12000,13.99,C,18,MORTGAGE,80000,24
1400,14.26,C,9,MORTGAGE,40000,29
15000,,B,4,MORTGAGE,47940,22
1800,7.51,A,13,MORTGAGE,90000,28
7000,8.88,B,2,RENT,90000,22
7750,,C,4,RENT,29808,37
1500,12.18,B,5,RENT,18000,21
12000,13.23,C,5,RENT,67000,27
12000,,C,14,MORTGAGE,88000,23
5000,11.49,B,3,MORTGAGE,76800,27
4000,11.99,B,7,MORTGAGE,66000,26
24000,12.69,B,1,RENT,120000,24
10000,7.49,A,0,RENT,90000,23
3000,,D,2,RENT,42000,35
5000,14.96,D,2,RENT,39996,24
5000,16.49,D,4,RENT,24000,22
25000,9.64,B,2,RENT,48000,26
6500,10.65,B,2,MORTGAGE,56650,22
11000,11.14,B,2,RENT,90000,24
11200,7.88,A,2,RENT,40000,22
3500,7.68,A,4,RENT,52000,24
25000,15.65,D,1,MORTGAGE,65000,30
4000,12.99,C,6,RENT,40000,53
10000,13.48,C,9,MORTGAGE,150000,37
15000,14.09,D,8,RENT,54996,28
4075,5.42,A,6,MORTGAGE,45000,24
12000,,C,2,MORTGAGE,75000,25
10000,8.9,A,13,RENT,54000,33
4000,10.99,B,5,MORTGAGE,52800,22
6000,,B,7,RENT,48000,38
8000,,D,0,MORTGAGE,30000,23
25000,16.02,D,4,RENT,130000,23
10000,6.99,A,6,MORTGAGE,75000,36
5000,7.88,A,0,RENT,45000,24
14000,10.65,B,3,RENT,30000,21
20000,,B,6,MORTGAGE,96000,25
20000,14.09,D,2,MORTGAGE,65000,24
4200,9.32,A,6,RENT,36895.02,21
25000,15.37,D,4,MORTGAGE,450000,29
11000,7.66,A,7,RENT,32000,25
6000,11.99,B,2,MORTGAGE,29004,23
15000,12.99,C,9,MORTGAGE,93000,32
12000,11.86,B,11,MORTGAGE,172000,25
6500,13.99,D,8,RENT,51012,22
25000,11.09,C,2,MORTGAGE,90000,26
15000,8.49,A,15,MORTGAGE,87600,34
14400,10.25,B,25,MORTGAGE,144000,24
4600,11.86,B,2,RENT,48000,28
11500,10.74,B,3,RENT,74000,24
3350,5.42,A,0,MORTGAGE,91992,39
15000,13.48,C,3,RENT,75000,47
10000,,C,6,RENT,91000,26
21000,11.48,B,6,MORTGAGE,57564,22
4000,7.14,A,0,MORTGAGE,30000,26
4500,14.72,C,7,RENT,90750,52
3500,16,E,1,OWN,35000,24
12000,7.49,A,7,RENT,84000,51
7000,10.59,B,6,MORTGAGE,73000,22
6600,12.53,B,9,RENT,89532,37
9800,,F,3,MORTGAGE,110400,26
3050,10.38,B,6,RENT,15120,27
14000,13.48,C,2,RENT,41400,28
2000,10.99,B,12,MORTGAGE,48000,26
6400,14.35,C,1,RENT,31836,26
6000,6.99,A,5,MORTGAGE,59000,25
8000,5.79,A,5,RENT,39000,29
900,10.28,C,3,RENT,12000,32
20000,6.54,A,4,MORTGAGE,60000,23
6000,9.32,A,17,MORTGAGE,60000,37
3000,14.46,D,22,MORTGAGE,36576,26
5000,9.99,B,18,MORTGAGE,65004,21
13000,10.74,B,0,RENT,38400,25
4000,16.32,D,4,MORTGAGE,36000,23
15000,9.91,B,8,MORTGAGE,80000,26
2500,7.4,A,3,OTHER,186000,28
5000,7.74,A,0,RENT,39516,26
14000,6.62,A,12,MORTGAGE,160000,38
24000,7.49,A,0,MORTGAGE,85000,23
8500,7.14,A,11,MORTGAGE,58000,25
3000,10.59,B,9,MORTGAGE,88200,26
6000,7.88,A,16,MORTGAGE,51000,21
5000,7.14,A,5,RENT,42996,24
9000,10.36,B,15,MORTGAGE,36000,29
4300,10.74,B,0,OWN,40000,26
8000,10,B,17,MORTGAGE,70000,26
4000,6.39,A,7,MORTGAGE,68004,24
9250,12.69,B,24,OWN,75000,26
10500,14.65,C,1,MORTGAGE,42000,22
11000,14.26,C,10,OWN,307000,32
10000,13.99,C,0,MORTGAGE,285000,33
23500,13.49,C,0,MORTGAGE,48000,25
5000,15.62,D,8,MORTGAGE,60000,26
12500,9.99,B,0,RENT,130000,32
35000,12.68,C,2,RENT,80000,29
7200,13.47,C,3,RENT,88500,25
3600,10.59,B,25,OWN,120000,23
9000,13.35,C,11,MORTGAGE,57000,32
9000,11.83,B,4,RENT,57996,25
1200,15.58,D,5,RENT,40000,21
10400,5.42,A,0,MORTGAGE,95000,22
20000,6.91,A,16,MORTGAGE,165000,21
4000,13.47,C,5,RENT,20000,33
12000,11.49,B,1,RENT,45176,21
25000,11.26,B,2,MORTGAGE,265000,29
12000,7.29,A,7,MORTGAGE,73000,29
25000,10.08,B,26,MORTGAGE,140000,32
10000,10.99,B,4,RENT,42000,22
18000,16.63,E,0,MORTGAGE,62200,26
5000,14.26,C,0,OWN,50004,22
9000,,C,6,OWN,55000,36
10000,10,B,0,MORTGAGE,85000,24
3500,6.99,A,1,RENT,20400,22
8400,7.29,A,1,RENT,60000,25
1000,10.36,B,0,RENT,96000,26
10000,14.27,C,5,RENT,80000,22
10000,15.62,D,8,MORTGAGE,110000,24
14000,7.9,A,4,MORTGAGE,60000,25
25000,11.83,B,15,MORTGAGE,235800,30
2400,10.83,B,8,RENT,40000,21
18000,12.84,C,2,RENT,55000,25
3500,11.99,B,11,RENT,66504,32
5500,12.69,B,4,MORTGAGE,96000,22
4500,16.95,E,2,RENT,51000,34
5000,16.77,E,1,RENT,45000,24
7450,13.06,C,13,MORTGAGE,70600,22
6000,9.99,B,0,RENT,70000,32
10000,10.38,B,7,RENT,30000,28
5400,5.42,A,5,OWN,33600,27
18500,10.71,B,4,RENT,34300,24
7000,12.69,B,,OWN,38400,26
17500,6.17,A,16,MORTGAGE,41600,34
5000,13.47,C,3,RENT,65000,23
10000,9.63,B,12,MORTGAGE,92004,29
13500,10.59,B,13,MORTGAGE,33225,31
2500,14.59,D,0,RENT,96000,27
25000,12.23,C,3,RENT,50004,22
7000,7.14,A,4,MORTGAGE,65000,23
6000,11.71,B,,OWN,31200,27
12800,13.57,C,0,RENT,70000,28
8750,,E,2,MORTGAGE,70000,39
6325,6.54,A,0,MORTGAGE,130000,25
2400,9.62,B,4,RENT,52800,30
10000,11.49,B,3,MORTGAGE,80000,42
35000,,A,0,MORTGAGE,144000,35
7000,8.9,A,2,RENT,33000,31
4650,8.49,A,16,MORTGAGE,85000,26
6250,13.85,C,2,RENT,21000,21
4300,7.9,A,13,MORTGAGE,90000,24
3800,7.51,A,0,MORTGAGE,47000,29
12000,10.99,B,6,MORTGAGE,90000,22
10000,5.42,A,15,MORTGAGE,100000,28
5200,6.54,A,0,MORTGAGE,75000,25
11700,11.71,B,6,RENT,30000,26
4000,13.11,C,2,RENT,20000,28
7600,14.17,C,7,RENT,51996,27
1500,9.63,B,,RENT,30000,28
12000,6.92,A,11,MORTGAGE,90000,31
10000,13.61,C,17,MORTGAGE,59650,25
16750,14.96,D,5,RENT,24000,28
20000,9.99,B,5,RENT,70000,25
10000,,C,0,MORTGAGE,60000,21
